sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,label
12.71002904,10.56807699,12.54074867,12.1069459,13.35243588,11.84622185,13.0977401,14.06348387,13.99737778,11.65744615,1
10.6679713,12.33396037,12.00755479,12.73230959,12.77359024,10.65837926,11.81669215,11.21620016,11.7239228,12.11082692,1
11.64300547,10.31505719,13.04671038,12.76821449,11.81647517,12.88764185,11.93429241,12.81351111,11.58115881,10.37843023,1
12.09518842,10.255453,10.71881803,10.37844288,11.7787498,10.11822544,12.05166403,10.30274222,9.942092292,9.749792566,1
12.37372841,12.07397987,11.97531709,11.13368507,11.6022954,10.99848154,10.12001365,11.2399625,12.33039473,8.394275915,1
13.47931968,12.32268404,12.26403751,12.61173798,12.00360506,13.26035522,12.48878683,11.85084889,10.73056932,9.473296176,1
11.59255604,9.69066035,9.91572869,11.66923417,12.00254349,11.44351451,12.27636033,10.97084195,10.80184238,10.58962656,1
11.45747805,13.40798224,13.15586291,12.29270096,12.29156091,11.65320021,13.19037073,12.38565726,14.08812265,11.71334291,1
11.76859327,11.8750365,9.798060416,10.37524096,8.414934206,10.56146355,10.25055745,10.71737874,8.832489718,7.739119587,1
13.28603486,12.52535553,11.27536845,11.19255755,10.2369162,8.85167118,9.268254853,10.72455012,9.599857497,11.16035953,1
10.81052177,12.7043188,13.94463957,11.97315546,14.173685,11.77958122,12.91675981,11.36601533,10.6755454,8.148779319,1
11.88004019,11.28974914,12.53371211,12.46017188,10.57205156,10.29017089,12.37272525,11.37594328,13.55358192,11.73163026,1
12.50081934,10.9857788,13.1125363,11.35549039,13.98666642,11.85349656,11.04271233,12.25610177,12.38037746,11.77972495,1
13.09850371,11.95784933,12.17571717,13.30401111,11.16885571,11.07528434,11.56560555,13.34285012,14.79632543,11.19305896,1
12.00228495,12.57171331,10.72046412,10.91168434,11.23883914,11.05655424,10.85742034,13.78654103,12.10882782,13.17114781,1
12.30558285,12.82410557,13.797221,12.687724,12.88869271,10.64391353,11.3208389,12.09776447,12.23017023,10.11583336,1
11.51495532,11.74445865,10.95867096,13.46457055,12.20438407,12.59324653,10.20574992,11.61108437,11.6162383,11.16205201,1
13.18591472,13.08779699,12.80854346,11.40811348,11.9900837,10.02762069,10.35034206,10.87131253,9.726800366,11.357102,1
11.66817567,11.22202532,10.87833119,13.33065733,10.55897281,12.47108406,11.21289668,11.49039869,9.213202402,8.671590222,1
12.48919802,13.56333127,10.81995665,13.54065732,13.06122098,11.03704867,10.44761197,12.69669313,10.44203376,9.644965732,1
12.16619219,11.46889051,12.33017649,11.70571703,11.03252318,12.54816143,13.29442942,12.66196803,10.05275518,11.64219114,1
12.36574001,11.98723924,11.28595637,12.82931471,11.38223801,12.78258764,10.88578779,12.30105136,11.02440799,11.11321507,1
7.420069877,7.775650789,7.385383743,7.202180126,6.964947875,7.407821984,8.476915678,8.882770489,10.77906524,12.27536989,0
12.07110828,12.22986037,11.69661393,11.29240465,13.81827292,10.18315369,11.71197123,12.14840348,12.07412698,13.27489197,1
12.65595311,12.28338518,12.42790721,12.26931228,12.65932667,12.98078622,12.4102079,13.4986137,11.7687253,10.3817221,1
10.76929003,13.69203405,11.07951359,13.28578644,11.86044651,13.4053223,13.34194472,12.13027261,11.18747167,10.70237123,1
11.84937274,12.72924011,13.57201662,14.14619986,11.57165942,10.73676259,12.22895537,13.08174353,12.27484969,11.97078116,1
13.34136003,10.86234132,11.11040681,8.007015955,8.400674062,9.076131837,9.142970518,8.34894333,11.43034887,7.665695195,1
12.24916753,12.71341522,11.9919247,10.98535887,11.57527549,9.044033029,10.43912169,11.06973574,12.04387921,8.428685456,1
10.89244868,10.47306985,10.94554816,11.94702744,10.8111724,10.55272973,7.421077077,9.341898886,5.782357676,6.035239573,0
7.043956172,6.096455706,7.550208558,8.079267466,9.267909777,9.285734713,11.15215364,11.62050186,9.340958496,10.73638376,0
12.62661786,12.55686506,10.99366416,10.66628407,10.92941591,12.08287887,12.08449913,11.21853145,12.54346497,13.24389715,1
10.68916296,10.98455098,12.89082643,10.87769332,10.96369382,11.45354926,10.00313665,10.76299222,10.29931612,8.065461495,1
10.3277858,12.00531752,10.37619888,10.29945728,12.43432009,12.14558149,10.91322512,11.88270131,13.7840538,11.6080109,1
9.465095368,8.021634818,9.932862834,6.523437954,8.110113871,6.822182435,5.512119024,8.48191768,7.283982057,11.30204209,0
11.49168944,11.24490797,11.57783142,13.54270594,10.77548039,12.38599731,11.68344035,10.29044228,11.40608022,9.856796401,1
11.72458374,11.90853878,10.20481502,10.31870734,11.09794851,9.577584805,12.42094318,10.20265719,13.04344367,11.7075559,1
12.94325611,12.78544559,13.40030949,10.94998122,10.68909982,12.232772,11.43536534,12.96612871,13.17881221,12.2912265,1
12.09107314,11.75399286,9.825769568,12.69199114,13.69334345,14.11889349,13.43807452,11.14152038,10.5912539,12.44143482,0
8.653038989,10.40123852,9.75390152,8.335931629,9.261012681,8.428605971,5.890517074,5.472611041,7.503662903,7.969889259,0
11.05003658,9.587437252,10.21873629,8.569102278,7.94606682,8.825381953,4.785775082,7.736223136,7.134500361,9.447328787,0
10.86987663,11.55755926,12.10400968,12.81314121,10.90647222,10.50576285,12.13831854,12.46596181,12.2430971,10.8014325,1
11.08694103,10.68271853,11.06875848,9.325943018,9.415402012,8.895889082,9.436135475,8.742724219,10.6926341,10.53718567,1
12.24292388,12.23974426,10.74786689,12.84519778,12.37885676,12.99147773,10.89792,11.90027779,11.08108227,10.64388082,1
11.71882865,10.44982306,12.01759478,13.71700925,12.87760902,12.2305512,10.45187547,12.95418013,10.88860078,12.17664827,1
10.47217588,13.43882922,11.65947224,11.4605579,14.37101271,11.5240381,10.91315018,11.89743347,13.3176804,13.77299553,1
10.82181418,12.00375924,12.05645585,12.6760421,11.45938891,11.53461982,11.22257017,9.029557707,11.84097265,10.18534495,1
9.882307279,12.92087123,12.95069849,11.77439572,13.86892018,12.71932749,14.77849558,11.84716317,13.27783971,14.00500665,1
12.50606475,11.87608065,11.48739831,11.88368826,12.99805426,10.39787531,11.80558363,13.2674629,11.1550633,7.092145821,1
12.24119015,11.80514945,11.23738295,9.888460117,8.821436342,7.355528165,9.10866691,5.538500686,6.404717189,5.039503864,0
11.82098807,12.23123957,12.7606666,12.84850562,12.89910458,12.10116953,11.57547344,11.54966982,13.37355178,11.62702114,1
9.532356007,11.1373919,10.10621989,10.400829,8.45868435,6.3208549,5.223157052,7.813017705,8.829284635,10.65560968,0
11.48665118,13.6411175,11.5493668,11.34559028,9.494652797,10.67070559,9.995819271,10.504234,8.290641872,8.867668878,0
11.32604408,13.4620787,12.88323127,13.50068363,12.48902488,11.09754295,11.88594168,12.58334284,12.61379754,12.23951396,1
9.036480793,8.869856569,8.3058631,7.812901673,5.337693458,6.001940581,6.271656242,8.445441674,7.073131913,9.825540808,0
12.91040047,10.58928692,12.42917851,9.567966818,9.538908584,8.716573902,8.166077111,9.544243435,10.18409483,8.96702411,1
9.319618095,11.32507763,11.21778003,11.89135478,11.49378445,12.65417397,13.24016666,10.00152072,9.266639245,8.597212503,1
11.20820909,13.5999575,12.4396647,12.3936312,13.43261031,10.96835563,12.46163859,11.62998867,12.11538175,11.43864566,1
10.95116399,11.36339016,11.65757489,13.13265351,12.07722405,12.49934354,11.9400437,10.21680172,12.78972905,10.3868061,1
10.31404661,8.371841244,7.164632217,6.737206343,7.327634639,7.485815831,8.134386227,8.37883317,10.77615553,11.68438435,0
10.75800033,10.18989763,11.3096509,10.3801889,9.873124155,11.07228438,12.23424329,10.43575966,11.8948005,9.623788654,1
11.1526744,13.18587108,10.74005656,11.13223777,9.819714279,8.36500025,10.29776008,9.456092911,10.61207751,9.695165155,1
9.976808975,10.659552,10.51225139,10.28739294,10.79238629,10.43955073,10.50245828,11.86267804,10.75311434,9.317440665,1
8.596818473,11.07197076,8.720596356,10.22741082,10.9443625,9.863928464,10.37839074,9.804914675,9.343696912,9.736155148,1
11.28557101,13.09476226,12.8556784,10.26175681,11.89141766,10.16332439,10.77745552,9.894943859,11.89969525,9.376958341,1
12.50132453,10.50794511,11.16561373,12.00448956,12.87595388,12.60795551,11.1379793,11.1088137,10.61016366,10.27429325,1
10.63416153,13.29060895,10.76548678,13.02853851,13.10989413,12.35388748,12.95447825,10.45618828,11.99020152,10.31135112,1
11.2727274,10.08370301,9.623267623,8.906094839,6.866981804,6.071898606,5.936528019,9.311756263,10.07464143,9.857424929,0
10.98481837,12.86678304,12.9177185,13.59340678,11.99013731,9.007926252,9.183242947,9.761070797,8.370119486,8.624098322,1
12.04750747,10.51633856,12.84876473,12.42462403,11.22973731,12.65890347,13.57807897,13.68663264,13.51365935,12.42349672,1
10.04436629,8.937697381,9.914568449,8.872097657,6.71680908,7.858360151,7.358354775,7.498163795,7.917770682,8.532542464,0
12.54670608,11.60866345,12.06104829,11.94520916,13.33447162,12.83541378,13.11888792,13.44347779,11.24236914,11.2108999,1
11.64065692,11.36895856,11.92137201,13.05208448,10.05233606,11.59465864,10.38827663,10.44669939,10.82767274,9.489237251,1
13.30464286,12.54305889,13.85559693,12.14127445,11.51727109,11.18279504,11.17767597,10.09187468,11.60915419,9.98598389,1
12.45072623,11.94222577,12.75461618,12.60119467,13.26663206,12.79849692,13.43518181,13.47282991,12.56555405,13.45964043,1
11.96891867,13.22311701,12.5858314,12.98108999,12.44439425,13.25079321,13.2091976,13.24465614,10.69586586,11.23071408,1
11.80801024,10.95988746,13.77120941,13.57085272,13.90450515,12.56077376,13.26127893,11.33445744,10.75015583,12.48506013,1
12.1149352,10.20511527,12.77914608,12.99534422,12.8128779,12.20226912,12.31163864,10.23564791,11.87883365,9.664129731,1
11.4482718,12.37299198,12.60783765,14.02410459,11.16392714,10.97551561,12.03848367,11.54166677,11.40450867,10.78704919,1
12.54402434,13.32844111,13.86154945,11.35900997,13.38508041,11.01232995,11.07762838,9.729625255,9.791277023,9.844652196,1
12.55153869,9.79556376,9.832620392,9.96705143,11.34103277,9.416242593,12.67831489,11.48336531,11.01510124,6.089970558,1
12.11411813,10.11589665,9.875809529,12.48020341,10.08223306,11.1485362,12.85986997,13.27613962,12.13926047,11.36315812,1
12.88753457,12.81140761,12.74077961,12.27148031,11.63711731,11.83944298,10.5135384,11.25156568,10.70333752,8.467129968,1
13.07241504,13.23679241,10.34763065,8.719266071,9.815563001,9.750532686,8.608305383,9.958653503,11.16450547,7.840300127,1
10.14794519,12.6590136,12.03950018,12.45827287,11.3750612,11.63547336,12.29445732,11.75997804,10.87905297,12.98445771,1
12.05878661,12.68154016,12.95176341,13.63818263,11.59840782,12.78488631,12.15075822,11.86561303,12.92057216,12.53102172,0
13.10520716,11.85681627,12.23008454,11.33299372,11.37165071,11.39756261,11.65501524,12.17334793,10.51083254,10.8800434,0
12.94056432,10.94450299,12.33981084,12.77447703,13.33459422,11.12177296,13.13214453,12.27153814,13.46740832,8.088357231,1
10.02137481,12.55950725,12.03991315,14.3049832,11.61171404,13.03659428,11.89606922,11.39079545,10.30387225,6.96968766,1
11.92506077,13.75468391,11.69238703,13.84673025,13.21088406,10.35645861,9.616539539,12.23823189,11.26393724,11.88485192,1
10.03992382,10.47475662,12.21433918,10.86344357,13.12453372,10.19511292,12.35109093,12.03335188,11.92808685,9.158953767,1
11.55639139,9.504623332,10.77079619,10.48197647,10.16458846,6.749374136,5.831640328,7.143447987,8.559023135,7.923914627,0
11.78677093,11.4430097,13.21497631,11.02262996,12.37111399,12.56714292,12.11351579,13.82058765,12.58643547,8.641668827,1
9.684729258,8.152575216,9.933110261,9.910813151,7.963875523,7.331754427,6.645870844,7.752599489,10.7923036,10.61366768,0
9.797786226,12.70029627,12.95953403,12.61035248,13.34181,11.62500385,11.68736543,10.4186093,12.99947466,12.97956567,1
12.98320337,11.70813299,13.42331058,12.95025836,12.54536988,12.23688485,10.26895213,12.30177438,13.48416096,8.476856497,1
10.47741436,12.31024686,11.39326479,10.97709384,11.85171786,13.23613085,13.66409046,13.05181467,13.11037682,12.3868724,1
11.42404694,13.72446169,12.84286225,12.19087293,10.09990461,12.06665957,11.79739217,9.954444476,9.770784058,10.76380733,1
11.95080786,12.97289364,10.24736438,11.64553581,10.99544498,8.965403443,7.367886236,8.5434468,9.309813478,9.923606642,1
12.61139084,12.25700709,12.63991589,10.98438196,11.54969457,9.885010058,10.23751339,11.81145101,11.64176695,9.23984949,1
9.59145184,7.879930839,9.797433866,9.086839213,8.21447199,8.664318013,6.86050308,9.47361443,8.307305756,11.67006818,0
13.76408424,13.07545797,12.43200966,12.76944629,13.00502577,10.15324862,11.91987653,11.43149161,10.53856464,8.601993027,1
11.56061317,11.56060056,10.896245,11.49084098,12.52096397,10.96767791,11.26645598,9.981765357,12.01983599,12.5914373,1
13.66813736,13.26206764,11.97367118,13.73984022,13.12459647,13.08740072,11.9308253,11.3406845,9.710460178,7.756947955,1
11.06832062,13.10127272,12.4434554,13.11763254,11.54570858,8.562456163,10.10734764,8.80795586,7.66199266,8.46222699,1
10.60213337,10.63652051,11.80316775,13.28495365,11.11914142,14.09333228,14.04686011,11.32219112,10.4905574,11.01975999,1
10.92803192,11.3881948,11.34374886,9.93390736,11.27233265,9.249248826,8.372981445,8.525628496,9.525873382,8.02543176,1
10.48624744,10.71147004,11.85141867,11.28936867,11.67567696,12.8167171,13.56068782,13.92743707,14.27290303,10.80741321,1
9.86473174,12.8081293,13.62428705,12.18179419,12.0691053,13.47123763,14.03901435,12.25405506,12.26927803,12.27570814,1
9.922223687,9.021103168,9.44680591,7.609535195,6.367484831,6.874619787,5.741230935,6.835069579,7.946597526,11.10744825,0
10.99093293,11.603242,9.393342646,9.459332572,8.264654323,9.73474598,8.75547305,6.666298876,6.806047644,7.5876187,0
12.6225314,11.70525204,12.61373978,11.47681907,11.26095574,10.85932177,11.15441234,13.34530232,11.02200402,11.46913191,1
10.77484827,12.6930951,12.10030254,10.38565775,11.93414896,10.30234118,11.80994645,11.92918963,12.3248921,8.212543658,1
10.08560016,10.11642101,9.871545302,8.917941077,7.857723072,7.372695906,7.244908509,9.342352656,9.175159514,10.58907511,0
11.74105869,13.03445284,11.28909913,12.36594217,11.5003483,11.79423607,12.13665128,13.89057143,11.66555682,10.82764769,1
11.1984851,11.5974243,11.02490715,12.5967478,12.78408088,11.67753087,12.7362076,13.70705676,11.89849135,8.113472475,1
13.39287248,13.57556388,12.19112594,12.18228604,12.51471489,12.40847574,12.16596236,11.04066386,12.67676237,11.65049432,1
12.89076535,12.23764994,13.5326395,10.81320376,10.50527339,10.05726569,11.69019272,11.53681059,13.16086522,10.64659058,1
11.90325827,13.84297615,10.54907066,12.0483205,11.19493747,11.151652,9.387616,9.678754666,9.935501537,9.445165118,1
11.85087494,13.44660011,10.9703607,12.34722389,11.88847149,11.27326805,11.43907316,8.502776718,10.41972965,10.72837105,1
12.76256825,12.3287484,11.31254135,11.64402336,11.47164618,12.03674199,14.16991306,13.00753429,12.50093145,13.286885,1
11.74289662,12.70007115,13.18179825,11.62585956,11.4879498,12.18640103,13.27834039,10.42187098,11.77940311,10.20470939,1
11.36854801,11.59684966,11.14704381,10.78691484,13.50618393,11.12083934,12.92962339,9.795989776,12.51681497,13.05811619,1
11.29612285,12.30711381,13.01864727,11.64572831,13.057278,10.42806055,11.73087634,10.51929222,12.03378848,9.501556468,1
8.565804412,10.27024499,10.05450462,10.30165213,10.83861392,11.48708206,9.178191866,8.168939354,10.28305331,8.32553449,1
7.703105267,7.838467003,7.894939644,8.124719516,8.99418777,8.758106852,10.20077826,9.317283309,11.98809371,12.2454804,0
13.41403856,12.90801301,10.63544719,13.577858,13.76216002,11.86098533,10.65855114,11.361226,10.87736795,8.777330817,1
10.47913793,10.50173164,12.43510936,11.29228942,11.63833515,9.861579249,10.4123072,12.5492904,10.48039911,7.864053431,1
12.9239006,11.01285525,10.60075739,11.87280331,11.7278853,12.16917444,10.43550674,13.03034814,12.93116285,10.68640274,1
10.59413345,12.67714341,13.57227058,13.23813511,11.65011487,10.98481106,11.51738192,12.52712326,12.41613085,10.80729349,1
11.78628542,12.77480165,11.91479314,11.94661215,11.8215444,11.6771164,11.83313101,11.95368845,10.00793133,9.64895323,1
11.76511473,13.64598621,13.49875776,12.16140127,12.59895214,12.45184327,11.44406646,11.07674024,10.41761929,10.82700968,1
10.70631652,12.19503807,10.3705106,13.17291276,12.82997903,11.04574099,11.47438702,11.97586996,11.20202236,8.444508983,1
13.17820892,13.86148308,11.453486,10.17105037,9.296348175,9.18452268,8.760267136,10.16341872,11.4354447,10.31952537,1
12.56778653,11.4032724,11.20266615,12.78406821,9.528624203,8.794292168,8.768653343,8.922982328,11.19220375,12.08685164,1
12.9741497,11.4357474,13.03572632,11.90163531,11.65328085,10.8394915,10.35880868,8.353710113,8.997583601,9.24710202,0
12.48746539,10.38979344,13.46473212,10.47626754,13.59289657,13.18851046,10.72928653,10.87589689,11.40606562,10.51467923,1
10.95909631,10.301056,10.97829582,12.63730824,12.71133315,11.47565096,12.94049804,11.55023746,11.06906854,12.06549105,1
12.02802775,11.14978828,12.87483986,11.16936167,13.43323075,12.2632132,10.66642467,12.4562357,12.97270101,9.750807074,1
10.20636208,12.26325655,9.933113454,9.756675146,8.433486123,8.65184824,8.046608056,9.241365553,7.411721267,8.18369672,1
11.3431737,12.39746441,12.42829878,12.5839695,11.08284307,13.01821641,13.12536267,10.83778721,10.57748687,10.97537232,1
13.1207933,12.21882443,10.97047369,11.0664967,12.94813116,9.561240969,11.27946736,12.10737282,11.30666819,8.922584985,1
12.19377218,9.72477886,11.41703308,11.87098592,10.94005289,13.85927604,14.62948168,13.32239224,13.03854389,12.5366632,1
11.00161148,12.4319234,13.41255752,14.12933101,12.42161247,13.78170966,11.44766601,8.752737955,7.402689508,7.639851892,1
12.238771,12.19423689,11.51598567,13.17832607,11.49069626,11.18149365,9.916186104,12.5253404,12.70932123,9.744745945,1
10.63479649,12.17660035,10.88087294,13.05955492,12.2915653,11.52488048,12.66137958,13.05095233,11.38111866,13.0183176,1
13.85168118,12.40752486,11.6402853,11.86062023,12.01377372,13.59440513,13.39185642,12.18495317,11.40071134,12.70833121,0
9.186436808,9.93283199,7.882506741,10.18423397,8.702368048,6.56278255,5.517007103,7.719378384,5.543789683,9.414307704,0
12.35182848,11.37298491,13.54535339,11.33916485,13.78007952,13.45225482,12.75656363,12.94815615,11.69323328,10.50308006,1
12.90901329,13.54512084,13.43038317,10.40842614,9.022734933,9.596755906,9.067697748,6.718170621,9.083377668,6.885449736,1
11.88825151,12.60012844,11.93114153,11.36464567,12.36583448,13.03418501,11.90543468,11.44386237,10.54980508,11.72231559,1
12.28222807,11.84656702,12.33645313,11.67935826,12.83328144,11.93435126,12.4051148,10.42999298,10.50939457,10.27558542,1
13.45389445,13.21488424,11.8938194,10.61308513,9.545447217,9.82936161,8.122703567,10.57376794,10.9647189,9.925447188,1
12.02626537,13.25269966,10.73256739,11.1605423,13.37843442,11.71024453,10.98995349,11.08315817,12.33508175,12.69577312,0
10.45977189,10.7437779,10.67795223,11.61078209,12.22985305,13.55255296,11.83417171,12.61489702,11.29967527,12.94204955,1
11.95122762,12.55860805,13.56173788,12.81258559,11.39135894,9.624311798,10.17914816,12.24611787,10.89938058,8.659970277,1
12.27176832,12.29118402,11.19190641,12.45303098,10.7640626,11.98084926,10.96944878,13.53328483,13.28252829,10.69907162,1
11.40576928,12.50921058,10.93582249,13.68664005,11.03374207,10.6819907,11.98950422,12.11300202,12.89161766,10.04861783,1
9.38799064,12.31679159,12.64963488,12.28573757,11.11410446,10.46855052,9.559329785,9.983764441,11.05197689,9.588793866,1
11.03154473,12.26447788,11.73666916,11.13423388,13.22932456,10.7287472,12.06159651,12.47289625,10.56531637,8.642532386,1
11.51874401,13.00566409,10.23509204,12.25726855,9.11880259,10.52126269,10.15160115,9.704556645,8.523895602,10.671546,1
10.29025895,9.460435317,10.60602007,10.09067556,8.530211333,9.885710009,10.4428379,10.13990056,7.791002458,6.229333659,1
12.73917017,13.53845296,11.17477812,13.55129525,10.3990965,13.25188904,12.07906203,12.1228394,12.11012174,10.22939248,1
12.29474083,12.4984504,14.03195153,12.37704901,13.18379673,12.86896747,13.10510899,11.90214816,12.06614272,10.60510842,1
13.40078135,14.38280107,12.88708616,12.13085919,14.00023431,12.12373043,12.17489627,9.999902043,12.23117781,8.793433189,1
12.49557293,11.92144041,11.84805829,8.834477948,10.26150413,11.69476483,9.412498466,10.33792316,9.569592974,8.901597103,1
10.89931172,12.69003357,11.74704715,12.66748721,13.0879485,12.28234717,11.29790646,11.40770908,11.83971064,12.4581412,1
10.57413161,12.10822724,13.33758144,11.09117525,13.45926586,10.62613029,11.06364617,12.33393146,12.29952464,10.20532108,1
13.36648341,12.87349285,11.04225133,12.82475148,12.61033106,11.04385245,10.40656044,11.43441203,11.47980719,9.187185784,1
13.62954713,12.14049905,11.04165368,11.3587978,10.90505824,11.32565713,12.77142776,12.99195542,11.95529442,11.41861013,1
10.80123369,10.81082625,12.19841748,11.70850577,12.89401034,11.89280377,12.13661636,10.01451132,12.23062028,11.64253111,1
10.41383795,10.46426676,7.70333933,8.043946106,7.202529793,8.747178207,8.605746782,7.450751729,7.542018611,8.62759175,0
13.23904167,12.53174673,12.07577554,11.05549635,13.82437322,13.51946128,11.24790019,12.08391042,11.01774823,10.00622116,1
14.73135401,13.12997811,12.71611256,11.00935365,12.41039381,8.988062123,9.925343841,12.00278722,10.11824621,7.495681818,1
9.583350001,7.119646757,6.361326245,7.874050373,8.109393008,9.502385335,8.196510155,10.46983098,12.36249798,13.21138535,0
12.18700917,10.55904564,11.25209447,9.371159984,11.52991843,9.986043694,11.05195847,9.508700672,11.17687971,7.549439019,1
11.97984065,10.91725164,12.21112105,11.77172946,13.42054982,13.14814461,13.80032577,12.28396873,13.34007627,10.54994506,1
